"No.","Time","Source","Destination","Protocol","Length","Info","TimeDiff","SPort","DPort"
"1","0.000000000","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.148? Tell 192.168.0.218","0.000000000","",""
"2","0.003881685","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.59? Tell 192.168.0.218","0.003881685","",""
"3","0.022356941","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.018475256","54915","54915"
"4","0.025986410","192.168.0.68","192.168.0.218","TCP","60","23721  >  80 [SYN] Seq=0 Win=8192 Len=0","0.003629469","23721","80"
"5","0.026001655","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.68? Tell 192.168.0.218","0.000015245","",""
"6","0.061132831","192.168.0.89","192.168.0.218","UDP","60","37068  >  80 Len=0","0.035131176","37068","80"
"7","0.061151265","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.89? Tell 192.168.0.218","0.000018434","",""
"8","1.023573556","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.148? Tell 192.168.0.218","0.962422291","",""
"9","1.023598740","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.000025184","54915","54915"
"10","1.055937763","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.68? Tell 192.168.0.218","0.032339023","",""
"11","1.088144819","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.89? Tell 192.168.0.218","0.032207056","",""
"12","1.092761187","192.168.0.120","192.168.0.218","TCP","60","48903  >  80 [SYN] Seq=0 Win=8192 Len=0","0.004616368","48903","80"
"13","1.092775623","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.120? Tell 192.168.0.218","0.000014436","",""
"14","1.124921349","192.168.0.2","192.168.0.218","UDP","60","40305  >  80 Len=0","0.032145726","40305","80"
"15","1.124941060","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.2? Tell 192.168.0.218","0.000019711","",""
"16","1.564907876","192.168.0.1","all-systems.mcast.net","IGMPv3","60","Membership Query, general","0.439966816","",""
"17","1.565224402","fe80::c6e9:aff:fe1d:1c0a","ff02::1","ICMPv6","90","Multicast Listener Query","0.000316526","",""
"18","1.612220530","192.168.0.218","igmp.mcast.net","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources","0.046996128","",""
"19","1.613595206","fe80::a00:27ff:fe73:4a8f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2","0.001374676","",""
"20","1.639552826","fe80::8d3a:b1ad:eda3:445f","ff02::16","ICMPv6","110","Multicast Listener Report Message v2","0.025957620","",""
"21","1.697048013","192.168.0.121","igmp.mcast.net","IGMPv3","70","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources / Join group 224.0.1.60 for any sources","0.057495187","",""
"22","1.721606862","DESKTOP-GSL42P0.local","igmp.mcast.net","IGMPv3","70","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources","0.024558849","",""
"23","1.723495677","DESKTOP-GSL42P0.local","ff02::16","ICMPv6","150","Multicast Listener Report Message v2","0.001888815","",""
"24","1.797641934","fe80::b6b6:86ff:fe54:f835","ff02::16","ICMPv6","170","Multicast Listener Report Message v2","0.074146257","",""
"25","2.021983874","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.224341940","54915","54915"
"26","2.083595414","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.68? Tell 192.168.0.218","0.061611540","",""
"27","2.111901038","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.120? Tell 192.168.0.218","0.028305624","",""
"28","2.111926890","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.89? Tell 192.168.0.218","0.000025852","",""
"29","2.144105179","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.2? Tell 192.168.0.218","0.032178289","",""
"30","2.167347364","192.168.0.137","igmp.mcast.net","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources","0.023242185","",""
"31","3.024237403","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.856890039","54915","54915"
"32","3.136629114","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.120? Tell 192.168.0.218","0.112391711","",""
"33","3.163585869","192.168.0.65","192.168.0.218","TCP","60","28712  >  80 [SYN] Seq=0 Win=8192 Len=0","0.026956755","28712","80"
"34","3.163601803","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.65? Tell 192.168.0.218","0.000015934","",""
"35","3.167853123","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.2? Tell 192.168.0.218","0.004251320","",""
"36","4.021651895","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.853798772","54915","54915"
"37","4.191612959","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.65? Tell 192.168.0.218","0.169961064","",""
"38","4.206903203","192.168.0.46","192.168.0.218","UDP","60","49317  >  80 Len=0","0.015290244","49317","80"
"39","4.206916787","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.46? Tell 192.168.0.218","0.000013584","",""
"40","5.024922697","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.818005910","54915","54915"
"41","5.216345291","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.46? Tell 192.168.0.218","0.191422594","",""
"42","5.216375487","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.65? Tell 192.168.0.218","0.000030196","",""
"43","6.020367439","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.803991952","54915","54915"
"44","6.239199740","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.46? Tell 192.168.0.218","0.218832301","",""
"45","6.249467576","192.168.0.13","192.168.0.218","TCP","60","17324  >  80 [SYN] Seq=0 Win=8192 Len=0","0.010267836","17324","80"
"46","6.249480236","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.13? Tell 192.168.0.218","0.000012660","",""
"47","7.024613695","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.775133459","54915","54915"
"48","7.263858590","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.13? Tell 192.168.0.218","0.239244895","",""
"49","8.022954457","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.759095867","54915","54915"
"50","8.287617499","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.13? Tell 192.168.0.218","0.264663042","",""
"51","8.305185691","192.168.0.151","192.168.0.218","UDP","60","2843  >  80 Len=0","0.017568192","2843","80"
"52","8.305201317","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.151? Tell 192.168.0.218","0.000015626","",""
"53","9.020409567","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.715208250","54915","54915"
"54","9.311388791","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.151? Tell 192.168.0.218","0.290979224","",""
"55","9.336321524","192.168.0.162","192.168.0.218","TCP","60","10000  >  80 [SYN] Seq=0 Win=8192 Len=0","0.024932733","10000","80"
"56","9.336333971","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.162? Tell 192.168.0.218","0.000012447","",""
"57","10.023678515","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.687344544","54915","54915"
"58","10.335177813","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.151? Tell 192.168.0.218","0.311499298","",""
"59","10.367348990","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.162? Tell 192.168.0.218","0.032171177","",""
"60","10.371787082","192.168.0.121","192.168.0.218","UDP","60","37753  >  80 Len=0","0.004438092","37753","80"
"61","10.371799712","192.168.0.218","192.168.0.121","ICMP","70","Destination unreachable (Port unreachable)","0.000012630","37753","80"
"62","11.021073249","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.649273537","54915","54915"
"63","11.391176606","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.162? Tell 192.168.0.218","0.370103357","",""
"64","12.024311874","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.633135268","54915","54915"
"65","12.414544890","192.168.0.132","192.168.0.218","TCP","60","828  >  80 [SYN] Seq=0 Win=8192 Len=0","0.390233016","828","80"
"66","12.414559311","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.132? Tell 192.168.0.218","0.000014421","",""
"67","12.446634748","192.168.0.40","192.168.0.218","UDP","60","18978  >  80 Len=0","0.032075437","18978","80"
"68","12.446650592","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.40? Tell 192.168.0.218","0.000015844","",""
"69","13.024631765","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.577981173","54915","54915"
"70","13.439582220","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.132? Tell 192.168.0.218","0.414950455","",""
"71","13.471786773","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.40? Tell 192.168.0.218","0.032204553","",""
"72","13.482114891","192.168.0.209","192.168.0.218","TCP","60","19573  >  80 [SYN] Seq=0 Win=8192 Len=0","0.010328118","19573","80"
"73","13.482128054","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.209? Tell 192.168.0.218","0.000013163","",""
"74","14.023994929","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.541866875","54915","54915"
"75","14.185114520","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.161119591","",""
"76","14.185114601","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000081","",""
"77","14.185114613","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000012","",""
"78","14.185220811","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000106198","",""
"79","14.185220834","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000023","",""
"80","14.185220847","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000013","",""
"81","14.463356487","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.132? Tell 192.168.0.218","0.278135640","",""
"82","14.495563322","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.209? Tell 192.168.0.218","0.032206835","",""
"83","14.495586850","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.40? Tell 192.168.0.218","0.000023528","",""
"84","15.022428537","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.526841687","54915","54915"
"85","15.519314810","PcsCompu_bd:40:f6","HewlettP_54:f8:35","ARP","42","Who has 192.168.0.121? Tell 192.168.0.218","0.496886273","",""
"86","15.519346277","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.209? Tell 192.168.0.218","0.000031467","",""
"87","15.522887725","HewlettP_54:f8:35","PcsCompu_bd:40:f6","ARP","60","192.168.0.121 is at b4:b6:86:54:f8:35","0.003541448","",""
"88","15.528585313","192.168.0.24","192.168.0.218","UDP","60","29607  >  80 Len=0","0.005697588","29607","80"
"89","15.528595386","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.24? Tell 192.168.0.218","0.000010073","",""
"90","16.019821561","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.491226175","54915","54915"
"91","16.547934199","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.24? Tell 192.168.0.218","0.528112638","",""
"92","17.023038901","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.475104702","54915","54915"
"93","17.559558418","192.168.0.4","192.168.0.218","TCP","60","9210  >  80 [SYN] Seq=0 Win=8192 Len=0","0.536519517","9210","80"
"94","17.559575094","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.4? Tell 192.168.0.218","0.000016676","",""
"95","17.567801562","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.24? Tell 192.168.0.218","0.008226468","",""
"96","18.020516361","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.452714799","54915","54915"
"97","18.591586037","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.4? Tell 192.168.0.218","0.571069676","",""
"98","19.023715411","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.432129374","54915","54915"
"99","19.610945278","192.168.0.66","192.168.0.218","UDP","60","34339  >  80 Len=0","0.587229867","34339","80"
"100","19.610963086","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.66? Tell 192.168.0.218","0.000017808","",""
"101","19.615463858","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.4? Tell 192.168.0.218","0.004500772","",""
"102","19.643215612","192.168.0.103","192.168.0.218","TCP","60","1788  >  80 [SYN] Seq=0 Win=8192 Len=0","0.027751754","1788","80"
"103","19.643231464","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.103? Tell 192.168.0.218","0.000015852","",""
"104","20.020173426","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.376941962","54915","54915"
"105","20.185018437","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.164845011","",""
"106","20.185078999","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000060562","",""
"107","20.185079045","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000046","",""
"108","20.185079063","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000018","",""
"109","20.185079075","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000012","",""
"110","20.185079088","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000013","",""
"111","20.639195051","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.66? Tell 192.168.0.218","0.454115963","",""
"112","20.671287062","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.103? Tell 192.168.0.218","0.032092011","",""
"113","20.682542201","192.168.0.73","192.168.0.218","UDP","60","22983  >  80 Len=0","0.011255139","22983","80"
"114","20.682554205","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.73? Tell 192.168.0.218","0.000012004","",""
"115","21.023412981","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.340858776","54915","54915"
"116","21.663811757","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.66? Tell 192.168.0.218","0.640398776","",""
"117","21.696033747","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.73? Tell 192.168.0.218","0.032221990","",""
"118","21.696054405","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.103? Tell 192.168.0.218","0.000020658","",""
"119","21.717054674","192.168.0.18","192.168.0.218","TCP","60","42443  >  80 [SYN] Seq=0 Win=8192 Len=0","0.021000269","42443","80"
"120","21.717068765","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.18? Tell 192.168.0.218","0.000014091","",""
"121","22.021807909","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.304739144","54915","54915"
"122","22.719782581","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.18? Tell 192.168.0.218","0.697974672","",""
"123","22.719827624","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.73? Tell 192.168.0.218","0.000045043","",""
"124","22.748579330","192.168.0.180","192.168.0.218","UDP","60","17746  >  80 Len=0","0.028751706","17746","80"
"125","22.748588149","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.180? Tell 192.168.0.218","0.000008819","",""
"126","23.024100863","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.275512714","54915","54915"
"127","23.743551454","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.18? Tell 192.168.0.218","0.719450591","",""
"128","23.775746751","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.180? Tell 192.168.0.218","0.032195297","",""
"129","23.784149807","192.168.0.46","192.168.0.218","TCP","60","47246  >  80 [SYN] Seq=0 Win=8192 Len=0","0.008403056","47246","80"
"130","23.784164654","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.46? Tell 192.168.0.218","0.000014847","",""
"131","24.022481903","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.238317249","54915","54915"
"132","24.799491367","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.46? Tell 192.168.0.218","0.777009464","",""
"133","24.799521327","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.180? Tell 192.168.0.218","0.000029960","",""
"134","25.019864052","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.220342725","54915","54915"
"135","25.823282774","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.46? Tell 192.168.0.218","0.803418722","",""
"136","25.835619589","192.168.0.220","192.168.0.218","UDP","60","47793  >  80 Len=0","0.012336815","47793","80"
"137","25.835635688","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.220? Tell 192.168.0.218","0.000016099","",""
"138","25.866703758","192.168.0.237","192.168.0.218","TCP","60","34472  >  80 [SYN] Seq=0 Win=8192 Len=0","0.031068070","34472","80"
"139","25.866717950","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.237? Tell 192.168.0.218","0.000014192","",""
"140","26.023175403","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.156457453","54915","54915"
"141","26.184995816","a2:9c:aa:76:69:49","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.161820413","",""
"142","26.184995847","D680.local","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000031","",""
"143","26.184995864","f6:c7:24:08:96:ca","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000017","",""
"144","26.184995881","SamsungE_c9:0b:80","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000017","",""
"145","26.184995894","Arcadyan_3e:93:34","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000000013","",""
"146","26.185062265","SamsungE_d0:f5:75","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1","0.000066371","",""
"147","26.847989921","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.220? Tell 192.168.0.218","0.662927656","",""
"148","26.879233211","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.237? Tell 192.168.0.218","0.031243290","",""
"149","26.902291896","192.168.0.250","192.168.0.218","UDP","60","8258  >  80 Len=0","0.023058685","8258","80"
"150","26.902311230","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.250? Tell 192.168.0.218","0.000019334","",""
"151","26.934633549","192.168.0.250","192.168.0.218","TCP","60","20799  >  80 [SYN] Seq=0 Win=8192 Len=0","0.032322319","20799","80"
"152","26.965944350","192.168.0.44","192.168.0.218","UDP","60","23766  >  80 Len=0","0.031310801","23766","80"
"153","26.965961368","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.44? Tell 192.168.0.218","0.000017018","",""
"154","27.019607032","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.053645664","54915","54915"
"155","27.871784415","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.220? Tell 192.168.0.218","0.852177383","",""
"156","27.907876141","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.250? Tell 192.168.0.218","0.036091726","",""
"157","27.907894883","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.237? Tell 192.168.0.218","0.000018742","",""
"158","27.968363706","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.44? Tell 192.168.0.218","0.060468823","",""
"159","28.019938029","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.051574323","54915","54915"
"160","28.754463185","192.168.0.1","239.255.255.250","SSDP","440","NOTIFY * HTTP/1.1 ","0.734525156","41733","1900"
"161","28.754682563","192.168.0.1","239.255.255.250","SSDP","512","NOTIFY * HTTP/1.1 ","0.000219378","41733","1900"
"162","28.754895528","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000212965","41733","1900"
"163","28.755078264","192.168.0.1","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 ","0.000182736","41733","1900"
"164","28.755286230","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000207966","41733","1900"
"165","28.755455356","192.168.0.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 ","0.000169126","41733","1900"
"166","28.755639584","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000184228","41733","1900"
"167","28.755815544","192.168.0.1","239.255.255.250","SSDP","502","NOTIFY * HTTP/1.1 ","0.000175960","41733","1900"
"168","28.756015261","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000199717","41733","1900"
"169","28.756194552","192.168.0.1","239.255.255.250","SSDP","516","NOTIFY * HTTP/1.1 ","0.000179291","41733","1900"
"170","28.756391025","192.168.0.1","239.255.255.250","SSDP","520","NOTIFY * HTTP/1.1 ","0.000196473","41733","1900"
"171","28.756568579","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000177554","41733","1900"
"172","28.756762412","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000193833","41733","1900"
"173","28.927753570","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.250? Tell 192.168.0.218","0.170991158","",""
"174","28.991185797","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.44? Tell 192.168.0.218","0.063432227","",""
"175","29.004608601","192.168.0.59","192.168.0.218","TCP","60","7336  >  80 [SYN] Seq=0 Win=8192 Len=0","0.013422804","7336","80"
"176","29.004622693","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.59? Tell 192.168.0.218","0.000014092","",""
"177","29.014232539","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.009609846","41733","1900"
"178","29.014610211","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000377672","41733","1900"
"179","29.014610251","192.168.0.1","239.255.255.250","SSDP","520","NOTIFY * HTTP/1.1 ","0.000000040","41733","1900"
"180","29.014658980","192.168.0.1","239.255.255.250","SSDP","516","NOTIFY * HTTP/1.1 ","0.000048729","41733","1900"
"181","29.014728033","192.168.0.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 ","0.000069053","41733","1900"
"182","29.014837169","192.168.0.1","239.255.255.250","SSDP","502","NOTIFY * HTTP/1.1 ","0.000109136","41733","1900"
"183","29.014965246","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000128077","41733","1900"
"184","29.015082300","192.168.0.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 ","0.000117054","41733","1900"
"185","29.015200523","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000118223","41733","1900"
"186","29.015326566","192.168.0.1","239.255.255.250","SSDP","508","NOTIFY * HTTP/1.1 ","0.000126043","41733","1900"
"187","29.015435686","192.168.0.1","239.255.255.250","SSDP","449","NOTIFY * HTTP/1.1 ","0.000109120","41733","1900"
"188","29.015558522","192.168.0.1","239.255.255.250","SSDP","512","NOTIFY * HTTP/1.1 ","0.000122836","41733","1900"
"189","29.015682261","192.168.0.1","239.255.255.250","SSDP","440","NOTIFY * HTTP/1.1 ","0.000123739","41733","1900"
"190","29.022266650","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.006584389","54915","54915"
"191","29.040506994","192.168.0.230","192.168.0.218","UDP","60","5367  >  80 Len=0","0.018240344","5367","80"
"192","29.040526046","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.230? Tell 192.168.0.218","0.000019052","",""
"193","29.073706138","192.168.0.244","192.168.0.218","TCP","60","23985  >  80 [SYN] Seq=0 Win=8192 Len=0","0.033180092","23985","80"
"194","29.073725391","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.244? Tell 192.168.0.218","0.000019253","",""
"195","29.955421938","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.250? Tell 192.168.0.218","0.881696547","",""
"196","30.015900183","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.59? Tell 192.168.0.218","0.060478245","",""
"197","30.019616490","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.003716307","54915","54915"
"198","30.047174163","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.230? Tell 192.168.0.218","0.027557673","",""
"199","30.080301045","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.244? Tell 192.168.0.218","0.033126882","",""
"200","30.975261909","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.250? Tell 192.168.0.218","0.894960864","",""
"201","31.021914357","DESKTOP-GSL42P0.local","192.168.0.255","UDP","305","54915  >  54915 Len=263","0.046652448","54915","54915"
"202","31.039660662","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.59? Tell 192.168.0.218","0.017746305","",""
"203","31.071856745","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.230? Tell 192.168.0.218","0.032196083","",""
"204","31.103174776","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.244? Tell 192.168.0.218","0.031318031","",""
"205","31.103603679","192.168.0.115","192.168.0.218","UDP","60","47856  >  80 Len=0","0.000428903","47856","80"
"206","31.103617410","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.115? Tell 192.168.0.218","0.000013731","",""
"207","32.003877498","PcsCompu_bd:40:f6","Broadcast","ARP","42","Who has 192.168.0.250? Tell 192.168.0.218","0.900260088","",""
